Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
34,Male,Researcher,4,,Law,Copilot,Daily,Advanced,Desktop,High,Low,Suburban,French,Medium,Same,Yes,2,Yes,2,23,83
56,Male,Engineer,2,,Medicine,ChatGPT,Rarely,Beginner,Laptop,Low,High,Urban,French,,Increased,No,10,No,3,83,63
19,Female,Freelancer,0,Daily Life,Art,,Daily,Intermediate,Tablet,Low,Moderate,Suburban,French,Fast,Increased,Yes,7,No,2,39,63
48,Female,Teacher,2,Health,Law,Copilot,Daily,Advanced,Tablet,High,Low,Urban,English,Medium,Increased,No,10,No,3,55,77
51,Female,Engineer,5,Entertainment,Engineering,Notion AI,Daily,Intermediate,Mobile,Low,High,Urban,English,Medium,Decreased,No,10,No,3,44,77
49,Male,Freelancer,10,Daily Life,Medicine,Notion AI,Daily,Beginner,Desktop,High,Moderate,Urban,Spanish,Fast,Increased,No,5,Yes,2,22,83
133,Male,Designer,5,Shopping,Law,Copilot,Daily,,Mobile,High,High,Suburban,English,Medium,Increased,No,3,Yes,2,25,87
52,Male,Engineer,8,Daily Life,Education,ChatGPT,Rarely,Intermediate,Desktop,Low,Moderate,Rural,French,Medium,Same,No,8,No,2,36,63
56,Male,Engineer,2,Work,,Bard,Sometimes,Advanced,Laptop,Low,High,Urban,English,Medium,Decreased,Yes,5,Yes,3,57,83
29,Female,Engineer,4,Daily Life,Art,Copilot,Often,Advanced,Tablet,Medium,Moderate,Suburban,English,Slow,Increased,Yes,5,Yes,2,39,63
46,Female,Teacher,8,Entertainment,Law,ChatGPT,Often,Advanced,Tablet,High,High,Urban,Spanish,Slow,Increased,No,7,No,2,27,87
61,,Unemployed,5,Shopping,Art,ChatGPT,Often,Intermediate,Laptop,Medium,,Suburban,English,Fast,Same,Yes,6,No,2,44,63
42,,Unemployed,5,Health,Education,Other,Sometimes,Beginner,Tablet,Medium,Moderate,Suburban,French,Medium,Increased,Yes,7,No,2,27,85
56,Male,Student,2,Shopping,Business,Copilot,Sometimes,Intermediate,Desktop,Medium,High,Rural,Spanish,Fast,Increased,Yes,6,No,2,29,83
39,Female,Student,6,Study,Law,Notion AI,Sometimes,Advanced,Desktop,Medium,Moderate,Suburban,Arabic,Fast,Same,Yes,1,Yes,2,21,87
49,Male,Researcher,7,Daily Life,Education,Notion AI,Often,Beginner,Mobile,High,Low,Rural,English,Medium,Same,No,2,Yes,2,50,63
52,Male,Unemployed,10,Work,Medicine,Bard,Sometimes,,Desktop,High,Moderate,Suburban,Arabic,Medium,Decreased,Yes,7,No,2,46,63
60,Male,Unemployed,7,Health,Computer Science,Notion AI,Often,Intermediate,Desktop,Medium,Low,Suburban,French,Slow,Decreased,Yes,7,No,2,29,85
61,Male,Freelancer,1,Entertainment,Engineering,Notion AI,Sometimes,Beginner,Mobile,High,Low,Rural,French,,Increased,Yes,6,No,2,39,67
43,Male,Researcher,4,Entertainment,Engineering,Notion AI,Rarely,Advanced,Tablet,Medium,Moderate,Suburban,French,Fast,Increased,Yes,2,Yes,2,32,67
40,Male,Researcher,6,Health,Education,Midjourney,Often,Intermediate,Mobile,Low,Moderate,Urban,Arabic,Slow,Decreased,No,10,No,3,73,67
25,Male,Engineer,12,Daily Life,Medicine,Notion AI,Often,Beginner,Tablet,High,Low,Rural,French,Medium,Increased,Yes,8,No,2,21,83
33,Female,Designer,3,Daily Life,Education,Midjourney,Rarely,Beginner,Mobile,Low,High,Suburban,English,Medium,Decreased,Yes,4,Yes,2,35,67
29,,Student,8,Study,Engineering,ChatGPT,Often,Beginner,Tablet,Low,Moderate,Suburban,English,Fast,Increased,Yes,3,Yes,2,29,85
43,Male,Designer,2,,Education,Midjourney,Daily,Intermediate,Tablet,High,Moderate,Suburban,English,Medium,Increased,No,9,No,2,42,67
22,Male,Unemployed,9,Study,Computer Science,ChatGPT,Rarely,Intermediate,Tablet,Low,High,Suburban,French,Fast,Increased,No,2,Yes,2,20,83
56,Male,Designer,5,Work,Computer Science,Midjourney,Sometimes,Intermediate,Mobile,High,High,Suburban,Spanish,Medium,Decreased,No,5,Yes,2,21,85
18,,Unemployed,11,Health,Business,Notion AI,Often,Beginner,Desktop,High,Moderate,Suburban,French,Medium,Same,Yes,8,No,2,42,67
22,Female,Researcher,9,Daily Life,Computer Science,Copilot,Sometimes,,Desktop,Medium,High,Urban,French,Slow,Same,No,9,No,2,26,83
48,,Teacher,2,Shopping,Law,Midjourney,Rarely,Beginner,Laptop,Medium,Low,Rural,Spanish,Fast,Decreased,,9,No,2,36,63
47,Male,Student,9,Health,Law,Other,Rarely,Intermediate,Mobile,Low,,Urban,Arabic,Slow,Decreased,No,4,Yes,2,35,67
37,,Designer,11,Health,Business,Copilot,Sometimes,Beginner,Tablet,Low,Moderate,Urban,Spanish,,Same,Yes,9,No,3,73,61
20,,Teacher,8,Work,Education,Midjourney,Often,Advanced,Desktop,Medium,High,Suburban,Arabic,Fast,Increased,No,2,Yes,2,40,63
64,Male,Teacher,0,Shopping,Computer Science,Midjourney,Often,Beginner,Desktop,Medium,Low,Suburban,Spanish,Slow,Increased,Yes,9,No,2,34,63
35,Female,Teacher,6,Daily Life,Engineering,Bard,Often,Intermediate,Laptop,Low,Low,Rural,French,Medium,Same,Yes,7,No,2,22,83
61,,Teacher,9,Shopping,Art,Bard,,Advanced,Mobile,Medium,Moderate,Suburban,Spanish,Fast,Increased,,5,Yes,2,36,65
38,,Engineer,3,Daily Life,Art,Midjourney,Often,Intermediate,Laptop,Low,Low,Suburban,French,Slow,Decreased,Yes,5,Yes,2,35,63
21,Female,Student,9,Entertainment,Medicine,Other,Often,Beginner,Tablet,High,High,Suburban,French,Fast,Decreased,No,1,Yes,2,21,83
29,,Designer,3,Entertainment,,Other,Often,Intermediate,Laptop,Low,Low,Rural,Spanish,Medium,Same,No,7,No,2,37,63
29,Male,Engineer,5,Work,Law,Copilot,Often,Intermediate,Tablet,High,Low,Suburban,Spanish,Fast,Increased,,4,Yes,3,67,61
40,Male,Designer,0,,Art,ChatGPT,Often,Advanced,Desktop,Medium,High,Suburban,Arabic,Fast,Same,Yes,5,Yes,2,21,87
26,Male,Engineer,9,Daily Life,Computer Science,Midjourney,Often,Advanced,Laptop,High,Low,Urban,English,Fast,Same,No,3,Yes,2,36,63
45,Female,Teacher,1,Work,Art,Midjourney,Sometimes,Beginner,Tablet,Medium,Low,Suburban,French,Slow,Decreased,Yes,6,No,2,47,65
62,Male,Freelancer,2,Health,Education,Bard,Often,,Mobile,High,High,Suburban,Spanish,Medium,Increased,Yes,4,Yes,3,74,63
56,,Freelancer,10,Daily Life,Law,Bard,Daily,Beginner,Mobile,High,Low,Rural,English,Fast,Increased,Yes,9,No,2,45,67
54,Female,Designer,6,Study,Computer Science,Notion AI,Sometimes,Intermediate,Laptop,Medium,Low,Suburban,French,Medium,Increased,No,5,Yes,2,49,65
48,Female,Designer,0,Shopping,Education,ChatGPT,Sometimes,Intermediate,Laptop,Low,Moderate,Suburban,Spanish,Fast,Same,No,6,No,2,31,65
21,Female,Student,0,Daily Life,Education,Other,Often,Advanced,Desktop,Low,Low,Rural,Arabic,Slow,Decreased,No,9,No,1,15,83
27,Female,Teacher,2,Entertainment,Computer Science,Bard,Sometimes,Beginner,Mobile,High,High,Rural,French,Medium,Decreased,No,10,No,2,26,85
22,,Student,7,Shopping,,ChatGPT,Often,Advanced,Desktop,Medium,Low,Rural,French,Fast,Same,No,6,No,2,47,63
54,,Teacher,10,Health,Engineering,Notion AI,Rarely,Intermediate,Tablet,Medium,High,Urban,Spanish,Fast,Same,Yes,4,Yes,3,65,61
64,Male,Designer,3,Entertainment,Business,Bard,Daily,Beginner,Desktop,Low,Moderate,Urban,English,Fast,Decreased,No,6,No,2,29,85
46,,Freelancer,6,Shopping,Medicine,Copilot,Rarely,Intermediate,Mobile,Low,High,Urban,Arabic,Medium,Increased,No,8,No,2,35,67
46,Male,Designer,11,Shopping,Business,Other,Daily,Intermediate,Tablet,High,Moderate,Rural,Spanish,Fast,Decreased,Yes,9,No,2,36,65
37,Male,Engineer,2,Shopping,Law,Bard,Daily,Advanced,Mobile,Low,High,Suburban,Spanish,Fast,Same,No,10,No,3,53,83
32,,Researcher,44,Shopping,Medicine,Notion AI,,Beginner,Tablet,Medium,Moderate,Urban,Spanish,Slow,Decreased,No,9,No,2,24,85
25,Female,Freelancer,5,Work,Education,Copilot,Rarely,Beginner,Laptop,Medium,High,Urban,English,Medium,Decreased,Yes,5,Yes,2,20,87
51,,Engineer,4,Work,Business,ChatGPT,Rarely,Beginner,Desktop,Medium,High,Urban,French,Slow,Decreased,No,2,Yes,3,88,63
37,,Engineer,3,Shopping,Education,ChatGPT,Daily,Beginner,Laptop,Medium,Moderate,Rural,English,Slow,Decreased,Yes,3,Yes,3,87,67
58,Male,Engineer,0,Work,Computer Science,Other,Often,Intermediate,Desktop,Medium,Low,Rural,Arabic,Fast,Same,Yes,9,No,3,63,63
27,Female,Student,2,Shopping,,Other,Rarely,Intermediate,Mobile,Medium,Moderate,Rural,French,Fast,Decreased,Yes,2,Yes,2,24,83
50,Male,Freelancer,1,Study,Computer Science,Copilot,Often,Beginner,Laptop,Medium,High,Suburban,French,Medium,Decreased,Yes,1,Yes,2,42,63
58,,Doctor,8,Study,Engineering,Midjourney,Often,Intermediate,Mobile,Low,High,Urban,French,Medium,Decreased,No,9,No,3,60,83
35,Female,Teacher,8,Work,Computer Science,Bard,Rarely,Beginner,Tablet,Medium,High,Suburban,Arabic,Medium,Increased,Yes,1,Yes,2,33,63
36,Male,Unemployed,12,Entertainment,Education,Notion AI,Rarely,Intermediate,Laptop,Medium,Moderate,Urban,French,Slow,Same,Yes,4,Yes,2,50,65
61,Male,Freelancer,9,Daily Life,Computer Science,Midjourney,Daily,Advanced,,Low,Moderate,Urban,Spanish,Fast,Decreased,Yes,7,No,2,45,65
36,,Engineer,5,Daily Life,Engineering,Midjourney,Sometimes,Advanced,Tablet,Low,Moderate,Suburban,Spanish,Medium,Decreased,No,1,Yes,2,39,67
55,Female,Doctor,0,Study,Medicine,,Often,Intermediate,Laptop,High,Low,Rural,Arabic,Fast,Decreased,No,3,Yes,3,90,65
38,Male,Researcher,2,Entertainment,Law,Copilot,Rarely,Advanced,Desktop,High,,Rural,Arabic,Slow,Increased,Yes,8,No,2,33,67
60,Male,Designer,5,Shopping,Computer Science,Bard,Sometimes,Beginner,Tablet,Low,Moderate,Urban,Spanish,Fast,Increased,Yes,4,Yes,2,29,83
29,,Engineer,8,Entertainment,Engineering,Notion AI,Daily,Advanced,Mobile,Low,Moderate,Rural,Spanish,Medium,Decreased,No,2,Yes,3,42,78
41,Female,Unemployed,6,Health,Art,Bard,Often,Advanced,Desktop,Medium,Moderate,Urban,French,Fast,Increased,No,8,No,2,38,65
55,Female,Designer,4,Work,Law,Copilot,Often,Beginner,Mobile,High,High,Urban,Spanish,Fast,Same,Yes,6,No,2,45,63
37,Female,Student,11,Shopping,,Other,Daily,,Tablet,Low,Low,Suburban,Spanish,Medium,Same,No,7,No,2,44,65
36,Female,Designer,0,Health,Business,Midjourney,Often,Advanced,Tablet,Medium,Low,Suburban,English,Medium,Decreased,No,10,No,3,68,61
48,Female,Doctor,9,Daily Life,Medicine,Other,Rarely,Intermediate,Mobile,High,Moderate,Rural,Arabic,Slow,Increased,Yes,3,Yes,2,46,63
54,,Unemployed,1,Study,Computer Science,Copilot,Often,Intermediate,Mobile,Medium,Moderate,Suburban,English,,Decreased,Yes,9,No,2,29,83
63,Male,Researcher,12,Work,Business,Other,Often,Beginner,Mobile,Low,High,Rural,Spanish,Slow,Decreased,Yes,1,Yes,2,31,67
60,Male,Freelancer,1,Study,Education,Copilot,Sometimes,Intermediate,Mobile,Medium,High,Suburban,Spanish,Slow,Increased,Yes,3,Yes,2,46,65
36,Male,Engineer,0,Daily Life,Engineering,Bard,Rarely,Advanced,Laptop,High,Low,Suburban,English,Fast,Decreased,Yes,7,No,2,27,85
47,Female,Freelancer,5,Work,Engineering,Midjourney,Often,Advanced,Mobile,High,Low,Urban,Arabic,Medium,Decreased,No,6,No,2,35,67
39,Male,Designer,10,Daily Life,Computer Science,Copilot,Sometimes,Intermediate,Laptop,High,High,Rural,Spanish,Medium,Decreased,No,4,Yes,2,34,63
51,Male,Researcher,1,Work,Law,Notion AI,Rarely,Advanced,Mobile,Low,Moderate,Suburban,French,Fast,Same,No,3,Yes,2,33,63
53,Female,Researcher,4,Shopping,Law,ChatGPT,Sometimes,Intermediate,Laptop,High,Moderate,Rural,English,Slow,Decreased,Yes,8,No,2,49,67
38,Male,Student,11,Study,Art,Copilot,Rarely,Advanced,Mobile,Medium,High,Suburban,English,Medium,Increased,No,8,No,2,36,63
27,Male,Teacher,9,Health,Engineering,Copilot,Rarely,Advanced,Tablet,Low,Low,Rural,Arabic,Medium,Increased,No,4,Yes,3,49,77
54,Female,Designer,5,Health,Business,Bard,Sometimes,Advanced,Tablet,Medium,High,Urban,Spanish,Fast,Increased,Yes,8,No,3,63,63
29,,Researcher,34,Study,Engineering,Notion AI,Sometimes,Intermediate,Laptop,Medium,Low,Suburban,French,Medium,Decreased,Yes,9,No,2,23,85
34,Female,Doctor,2,Shopping,Engineering,Midjourney,Sometimes,,Tablet,Low,Moderate,Urban,French,Fast,Same,No,2,Yes,3,71,65
58,Female,Doctor,6,Shopping,Engineering,Other,Rarely,Intermediate,Tablet,Low,Low,Urban,Spanish,Fast,Decreased,Yes,9,No,3,48,83
110,,Designer,7,Daily Life,Medicine,Other,Often,Beginner,Laptop,Low,Moderate,Urban,Spanish,Slow,Same,Yes,7,No,2,28,85
21,,Doctor,2,Entertainment,Art,Bard,Daily,Beginner,Mobile,High,Moderate,Rural,English,,Same,No,2,Yes,3,76,61
28,Male,Researcher,7,Work,Computer Science,Midjourney,Rarely,Beginner,Mobile,Low,Low,Urban,English,Fast,Same,No,5,Yes,2,20,85
58,Male,Freelancer,4,Work,Law,Bard,Daily,Beginner,Laptop,High,High,Rural,Spanish,Slow,Increased,No,2,Yes,2,37,67
36,Female,Doctor,10,Shopping,Medicine,Midjourney,Often,,Desktop,Low,Low,Suburban,Arabic,Slow,Same,Yes,3,Yes,3,43,83
62,,Researcher,1,Work,Education,Notion AI,Sometimes,Intermediate,Mobile,High,High,Suburban,Arabic,Fast,Decreased,Yes,5,Yes,2,47,67
58,Female,Unemployed,6,Entertainment,Business,Midjourney,Often,,Tablet,Medium,High,Rural,Arabic,Slow,Same,Yes,6,No,2,39,67
42,,Doctor,4,Study,Education,ChatGPT,Daily,Advanced,Tablet,Low,Moderate,Suburban,Arabic,Medium,Same,Yes,3,Yes,3,78,67
37,Female,Engineer,9,Study,Art,Copilot,Rarely,Intermediate,Tablet,Medium,Moderate,Rural,Arabic,Fast,Increased,No,4,Yes,3,88,67
64,Female,Doctor,12,Study,Art,Notion AI,Daily,Beginner,Mobile,High,High,Suburban,French,Slow,Decreased,Yes,2,Yes,3,89,65
38,Male,Designer,11,Shopping,Engineering,Midjourney,Daily,Advanced,Desktop,Medium,Moderate,Urban,French,Fast,Same,Yes,1,Yes,2,42,63
20,Male,Freelancer,3,Study,Education,Bard,Sometimes,Intermediate,Mobile,Low,Low,Rural,Spanish,Slow,Decreased,No,1,Yes,2,37,65
46,,Designer,10,Shopping,Law,,Often,Advanced,Desktop,Low,High,Suburban,French,Fast,Same,Yes,5,Yes,2,43,67
60,Male,Freelancer,11,Work,Education,Copilot,Sometimes,Intermediate,Tablet,Medium,Low,Suburban,French,Slow,Same,Yes,7,No,2,49,67
25,Female,Unemployed,5,Daily Life,Medicine,ChatGPT,Rarely,Intermediate,Mobile,Medium,Moderate,Suburban,Spanish,Slow,Increased,No,3,Yes,1,13,87
40,,Teacher,4,Shopping,Education,Bard,Rarely,Intermediate,Mobile,Low,Moderate,Suburban,Arabic,Fast,Same,No,1,Yes,2,42,63
42,Female,Researcher,7,Daily Life,Business,Other,Rarely,Advanced,Laptop,High,High,Suburban,Arabic,Medium,Same,No,4,Yes,2,32,63
18,,Designer,0,Health,Education,Copilot,Sometimes,Beginner,Desktop,Low,Moderate,Urban,Arabic,Fast,Decreased,No,1,Yes,3,51,78
53,Female,Freelancer,12,Shopping,Medicine,Copilot,Rarely,Intermediate,Mobile,Low,High,Suburban,English,Slow,Decreased,Yes,1,Yes,2,40,67
24,,Researcher,0,Shopping,Education,Other,Sometimes,Advanced,Desktop,Low,Moderate,Rural,Arabic,Medium,Same,Yes,5,Yes,2,35,63
38,Female,Designer,8,Health,Art,ChatGPT,Rarely,Beginner,Tablet,Low,Moderate,Suburban,French,Fast,Decreased,No,5,Yes,3,53,78
47,Male,Engineer,8,Health,Art,Midjourney,Often,Intermediate,Laptop,High,High,Rural,Spanish,Slow,Increased,Yes,8,No,4,110,57
57,Male,Engineer,6,,Computer Science,Midjourney,Daily,Beginner,Mobile,Medium,Moderate,Urban,Arabic,Fast,Decreased,Yes,1,Yes,3,78,61
20,Female,Doctor,10,Daily Life,Art,Notion AI,Rarely,Intermediate,Laptop,Low,Moderate,Suburban,English,Fast,Decreased,No,9,No,2,33,63
47,Female,Researcher,2,Health,Law,Notion AI,Daily,Intermediate,Desktop,Low,High,Urban,French,Slow,Decreased,No,10,No,3,89,61
51,Male,Unemployed,1,Health,Computer Science,Other,Sometimes,Beginner,Laptop,Medium,Moderate,Urban,Arabic,Medium,Same,No,2,Yes,2,32,63
64,Male,Designer,10,Entertainment,Art,Bard,Daily,Beginner,Tablet,High,High,Urban,English,Slow,Decreased,No,5,Yes,2,48,65
38,,Student,0,Entertainment,Law,Other,Often,Beginner,Mobile,Low,High,Urban,Spanish,Fast,Decreased,Yes,5,Yes,2,43,65
59,Male,Teacher,6,Work,Education,Bard,Daily,Intermediate,Tablet,High,Low,Suburban,English,Medium,Increased,No,8,No,2,30,87
37,,Student,1,Daily Life,Business,ChatGPT,Often,Beginner,Desktop,Medium,High,Urban,Spanish,Medium,Increased,No,4,Yes,1,13,85
31,Female,Freelancer,5,Shopping,Art,Copilot,Often,Beginner,Laptop,Medium,Moderate,Suburban,Arabic,,Same,No,9,No,2,24,85
47,Female,Engineer,1,Entertainment,Education,Bard,Rarely,Intermediate,Mobile,Medium,Moderate,Rural,English,Fast,Increased,Yes,3,Yes,3,49,78
25,Female,Freelancer,2,Health,Medicine,Other,Rarely,Beginner,Laptop,Low,Low,Rural,English,Fast,Same,Yes,4,Yes,3,54,77
31,Female,Teacher,2,Daily Life,Business,Midjourney,Sometimes,Advanced,Tablet,High,Moderate,Suburban,Arabic,Fast,Increased,Yes,2,Yes,2,38,63
56,Female,Freelancer,1,Entertainment,Law,Midjourney,Daily,Beginner,Mobile,High,High,Urban,Arabic,,Same,No,6,No,2,44,63
41,Male,Designer,0,Entertainment,Art,Notion AI,Often,Intermediate,Mobile,High,High,Urban,French,Fast,Same,Yes,6,No,2,39,65
53,,Teacher,8,Entertainment,Art,Midjourney,Daily,Beginner,Mobile,Medium,High,Rural,Spanish,Slow,Decreased,No,1,Yes,2,21,87
37,Female,Unemployed,2,Entertainment,Education,Copilot,Daily,Intermediate,Laptop,Low,Low,Suburban,French,Fast,Increased,Yes,1,Yes,2,46,63
40,Female,Student,46,Work,Art,Notion AI,Often,Beginner,Desktop,Low,Moderate,Suburban,English,Slow,Same,No,4,Yes,2,41,65
50,,Designer,1,Daily Life,Law,Copilot,Often,,Tablet,High,Low,Rural,French,Medium,Increased,Yes,7,No,2,42,67
38,,Researcher,0,Shopping,Medicine,Other,Sometimes,Beginner,Laptop,High,High,Urban,Spanish,Medium,Decreased,No,4,Yes,2,40,63
47,,Researcher,4,Study,Education,ChatGPT,Sometimes,Advanced,Tablet,Low,Low,Urban,French,Slow,Increased,Yes,7,No,2,30,85
37,Female,Researcher,8,Work,Business,Midjourney,Sometimes,Intermediate,Desktop,Medium,Low,Urban,French,Slow,Increased,Yes,10,No,2,24,87
49,,Engineer,4,Entertainment,Medicine,Bard,,Beginner,Desktop,Medium,High,Urban,Spanish,Slow,Decreased,No,7,No,3,64,61
52,,Freelancer,0,Health,Education,Notion AI,Daily,Intermediate,Desktop,Medium,Moderate,Urban,English,Medium,Increased,Yes,8,No,3,67,61
36,Female,Freelancer,4,Entertainment,Engineering,,Often,Beginner,Tablet,High,Low,Urban,Spanish,Slow,Same,Yes,9,No,2,38,63
32,Male,Engineer,7,Work,Computer Science,ChatGPT,Sometimes,Intermediate,Desktop,Low,High,Suburban,Arabic,Fast,Decreased,No,7,No,3,46,83
35,Male,Researcher,11,Work,Business,Notion AI,Daily,Advanced,Laptop,Low,Low,Suburban,Spanish,Fast,Decreased,Yes,5,Yes,2,40,67
46,Female,Researcher,2,Health,Education,ChatGPT,Often,Advanced,Tablet,Low,Low,Suburban,English,Slow,Increased,Yes,10,No,3,46,80
18,,Engineer,11,Study,Business,Copilot,Rarely,Beginner,Mobile,High,High,Rural,French,Fast,Decreased,Yes,1,Yes,3,71,61
37,,Freelancer,8,Shopping,Law,Bard,Sometimes,Advanced,Mobile,Medium,Low,Rural,Arabic,Fast,Increased,Yes,5,Yes,2,33,65
24,Male,Doctor,3,Work,Medicine,Midjourney,,Intermediate,Desktop,High,High,Urban,French,Slow,Same,No,4,Yes,3,86,67
29,,Designer,1,Entertainment,Education,Notion AI,Daily,Beginner,Tablet,Low,Low,Urban,English,Medium,Increased,Yes,3,Yes,2,49,67
21,Male,Designer,0,Shopping,Art,Other,Daily,Advanced,Mobile,Medium,Moderate,Rural,French,Slow,Decreased,No,7,No,2,23,85
64,Male,Doctor,2,Study,Art,,Daily,Advanced,Mobile,Medium,High,Urban,Arabic,Fast,Increased,Yes,10,No,3,66,63
32,Female,Unemployed,8,Daily Life,Medicine,Bard,Rarely,Intermediate,Desktop,High,Low,Rural,French,Medium,Decreased,No,5,Yes,1,19,87
20,Female,Doctor,2,Study,Business,Bard,Daily,Intermediate,Mobile,Medium,High,Rural,Spanish,Medium,Increased,No,9,No,3,46,80
100,Male,Teacher,3,Daily Life,Business,Copilot,Sometimes,Intermediate,Mobile,Medium,Low,Suburban,Spanish,Medium,Decreased,No,7,No,2,44,65
48,,Unemployed,4,Work,Business,Midjourney,Sometimes,Advanced,Laptop,Medium,Moderate,Suburban,Spanish,Medium,Decreased,Yes,7,No,2,42,65
31,,Designer,2,Health,Computer Science,Other,Often,Intermediate,Mobile,High,Moderate,Urban,French,Fast,Decreased,No,1,Yes,3,47,80
57,,Freelancer,1,,Engineering,Midjourney,Often,Intermediate,,Low,High,Urban,Spanish,Medium,Decreased,No,6,No,2,23,83
41,,Teacher,11,Work,Engineering,Bard,Often,Beginner,Tablet,Medium,Low,Suburban,Arabic,Slow,Decreased,No,10,No,2,34,63
23,,Doctor,7,Shopping,Law,ChatGPT,Often,Advanced,Laptop,High,,Urban,English,Slow,Same,No,9,No,3,77,61
23,Female,Researcher,12,Health,Computer Science,Copilot,Sometimes,Beginner,Mobile,Low,High,Urban,English,Fast,Same,Yes,6,No,3,86,65
34,Female,Researcher,12,Health,,ChatGPT,Rarely,Intermediate,Mobile,High,Low,Suburban,Spanish,Slow,Same,No,2,Yes,3,70,63
36,Female,Designer,5,Entertainment,Art,Notion AI,Rarely,Advanced,Desktop,Low,Low,Urban,English,Fast,Increased,No,5,Yes,2,37,67
38,,Teacher,0,Daily Life,Business,Copilot,Sometimes,Beginner,Laptop,Low,High,Rural,Spanish,Fast,Decreased,Yes,1,Yes,2,45,65
57,,Teacher,7,Work,Business,Notion AI,Often,Advanced,Laptop,Medium,Moderate,Rural,English,Fast,Same,Yes,9,No,2,26,83
56,Male,Student,2,Work,Education,Midjourney,,Intermediate,,High,Moderate,Suburban,English,Medium,Increased,No,3,Yes,2,30,85
26,Male,Researcher,6,Entertainment,Engineering,ChatGPT,Rarely,Beginner,Tablet,Medium,High,Suburban,English,Slow,Same,Yes,7,No,2,45,63
57,Female,Designer,12,Daily Life,Computer Science,ChatGPT,Rarely,Intermediate,Desktop,High,Moderate,Rural,Spanish,Fast,Decreased,Yes,4,Yes,2,24,85
58,Female,Student,10,Study,Law,Notion AI,Sometimes,Intermediate,Tablet,Low,High,Suburban,Arabic,Medium,Increased,No,4,Yes,2,21,83
48,Female,Student,9,Daily Life,Medicine,Other,Often,Intermediate,Mobile,Low,Moderate,Rural,French,Slow,Increased,Yes,5,Yes,1,27,85
45,Female,Designer,2,Entertainment,Law,Bard,Daily,Intermediate,Tablet,Low,High,Rural,French,Medium,Increased,Yes,2,Yes,2,40,63
144,,Engineer,6,Work,Business,Midjourney,Sometimes,Beginner,Desktop,Medium,Low,Suburban,Spanish,Fast,Decreased,Yes,2,Yes,3,68,67
35,Female,Designer,11,Entertainment,Education,Other,Often,,Desktop,Medium,High,Urban,Arabic,Slow,Increased,No,9,No,2,38,67
44,Male,Student,11,Daily Life,Business,ChatGPT,Often,Intermediate,Desktop,High,Low,Suburban,Arabic,Medium,Increased,Yes,5,Yes,1,28,87
62,Male,Student,2,Study,Engineering,ChatGPT,Daily,Intermediate,Desktop,Low,Low,Urban,Spanish,Fast,Increased,No,1,Yes,2,42,67
24,,Teacher,5,Daily Life,Law,Notion AI,Sometimes,Intermediate,Mobile,Medium,Moderate,Rural,Spanish,Slow,Same,Yes,1,Yes,2,28,83
49,Female,Designer,7,Entertainment,Law,ChatGPT,Rarely,Advanced,Mobile,Low,Low,Rural,Spanish,Slow,Decreased,No,8,No,2,23,83
28,,Student,11,Daily Life,Engineering,Other,Rarely,Beginner,Tablet,Medium,Moderate,Suburban,Spanish,Fast,Decreased,Yes,6,No,1,14,87
34,Female,Teacher,1,Entertainment,Education,Other,Daily,Beginner,Desktop,Low,High,Rural,Arabic,,Decreased,No,5,Yes,2,43,67
63,,Student,3,Shopping,Business,Bard,Sometimes,Intermediate,Laptop,High,Low,Urban,English,Slow,Same,Yes,2,Yes,2,47,65
